age_v,income_v,employment_length_v,loan_amount_v,loan_interest_rate_v,loan_percent_income_v,credit_history_length_v,age_a,income_a,employment_length_a,loan_amount_a,loan_interest_rate_a,loan_percent_income_a,credit_history_length_a,y,loan_intent,home_ownership,default_on_file,id
21,42000,5.0,3500,10.37,0.08,4,0.014,0.0,-0.011,-0.099,-0.019,0.013,-0.002,0.106,DEBTCONSOLIDATION,RENT,N,2769
26,42500,2.0,3500,12.61,0.08,4,0.017,0.0,-0.005,-0.083,-0.007,-0.015,-0.001,0.116,EDUCATION,RENT,Y,2770
21,42500,0.0,3500,11.86,0.08,4,0.004,0.008,-0.005,-0.091,-0.019,0.006,-0.002,0.11,EDUCATION,RENT,N,2771
22,36000,6.0,1000,9.99,0.03,3,0.03,0.031,-0.005,-0.16,-0.019,0.034,-0.01,0.112,MEDICAL,MORTGAGE,N,2772
24,44000,3.0,3500,12.69,0.08,2,0.013,0.251,-0.01,-0.094,0.021,0.005,-0.008,0.388,EDUCATION,RENT,N,2773
23,45000,3.0,3500,10.59,0.08,4,0.007,-0.033,-0.013,-0.076,-0.046,-0.014,-0.001,0.032,EDUCATION,RENT,N,2774
23,39000,3.0,3500,11.86,0.09,4,0.024,0.246,-0.004,-0.112,0.056,0.015,0.031,0.466,EDUCATION,RENT,N,2775
22,45000,0.0,3500,12.53,0.08,3,-0.006,-0.031,0.004,-0.082,-0.03,-0.022,0.001,0.043,MEDICAL,RENT,N,2776
25,30000,3.0,12000,5.99,0.4,4,0.015,0.2,-0.008,0.071,-0.07,0.398,0.013,0.828,HOMEIMPROVEMENT,MORTGAGE,N,2777
25,47000,6.0,3500,9.99,0.07,3,0.006,-0.007,-0.017,-0.082,-0.045,-0.015,-0.0,0.05,MEDICAL,RENT,N,2778
25,36000,2.0,8400,5.99,0.23,3,0.009,0.014,-0.003,0.007,-0.1,-0.072,-0.001,0.063,MEDICAL,OWN,N,2779
24,30000,4.0,10000,15.99,0.33,2,-0.003,0.176,-0.024,0.017,0.239,0.233,-0.031,0.816,MEDICAL,MORTGAGE,Y,2780
25,36000,0.0,5600,7.49,0.16,4,0.012,0.001,0.003,-0.037,-0.094,-0.052,-0.001,0.041,MEDICAL,MORTGAGE,N,2781
26,36000,2.0,7000,7.49,0.19,2,0.008,0.002,-0.004,-0.008,-0.086,-0.063,-0.001,0.059,PERSONAL,MORTGAGE,N,2782
23,47496,7.0,3500,12.69,0.07,3,0.0,-0.014,-0.005,-0.099,-0.0,-0.024,0.0,0.069,DEBTCONSOLIDATION,RENT,N,2783
23,48000,7.0,3500,13.98,0.07,4,-0.001,-0.023,-0.001,-0.106,0.004,-0.014,0.0,0.068,DEBTCONSOLIDATION,RENT,N,2784
25,48000,8.0,3500,13.16,0.07,3,0.015,-0.034,-0.005,-0.101,0.019,-0.013,-0.009,0.082,DEBTCONSOLIDATION,RENT,N,2785
23,36000,7.0,2000,11.49,0.06,2,0.006,0.026,0.003,-0.128,-0.013,-0.005,-0.006,0.093,EDUCATION,MORTGAGE,N,2786
23,48562,4.0,3500,8.0,0.07,2,0.003,-0.03,-0.006,-0.066,-0.074,-0.003,-0.003,0.031,VENTURE,RENT,N,2787
22,50250,6.0,3500,7.14,0.07,4,0.005,-0.053,-0.007,-0.067,-0.074,-0.008,0.0,0.005,VENTURE,RENT,N,2788
22,51996,4.0,3500,9.62,0.07,2,-0.001,-0.022,-0.016,-0.079,-0.049,0.006,-0.004,0.045,PERSONAL,RENT,N,2789
24,45996,9.0,3500,12.21,0.08,2,0.009,-0.021,-0.01,-0.096,-0.005,0.002,-0.004,0.085,PERSONAL,RENT,N,2790
24,52000,4.0,3500,7.68,0.07,2,0.008,-0.021,-0.004,-0.068,-0.086,-0.004,0.001,0.035,DEBTCONSOLIDATION,RENT,N,2791
23,52692,4.0,3500,12.23,0.07,4,0.004,-0.01,-0.005,-0.103,0.035,0.01,-0.004,0.137,EDUCATION,RENT,Y,2792
23,36000,6.0,14000,12.99,0.39,3,0.004,0.025,-0.083,0.048,-0.044,0.197,0.002,0.359,PERSONAL,MORTGAGE,Y,2793
25,54084,5.0,3500,9.25,0.06,2,0.014,0.07,-0.015,-0.11,-0.096,0.004,-0.004,0.072,HOMEIMPROVEMENT,RENT,N,2794
21,36000,5.0,2800,6.99,0.08,2,0.01,0.034,-0.003,-0.068,-0.115,0.013,-0.011,0.07,PERSONAL,MORTGAGE,N,2795
21,30000,5.0,13250,13.99,0.44,3,-0.005,0.228,-0.03,0.061,0.221,0.152,0.002,0.839,HOMEIMPROVEMENT,MORTGAGE,N,2796
24,55000,0.0,3500,8.88,0.06,4,0.01,-0.064,-0.002,-0.059,-0.066,-0.007,-0.002,0.02,DEBTCONSOLIDATION,RENT,N,2797
22,55000,7.0,3500,9.99,0.06,3,0.008,-0.064,0.001,-0.088,-0.029,0.005,0.003,0.045,MEDICAL,RENT,N,2798
22,57000,1.0,3500,12.61,0.06,2,-0.009,-0.019,-0.0,-0.088,-0.022,0.001,-0.001,0.071,EDUCATION,RENT,Y,2799
26,51000,3.0,3500,13.24,0.07,4,0.026,0.02,0.017,-0.083,0.073,-0.014,0.009,0.258,DEBTCONSOLIDATION,RENT,Y,2800
26,58000,0.0,3500,8.59,0.06,2,0.013,0.004,-0.005,-0.064,-0.094,-0.001,-0.001,0.062,HOMEIMPROVEMENT,RENT,N,2801
24,59000,5.0,3500,8.9,0.06,3,0.04,0.16,0.024,-0.123,-0.057,0.071,0.003,0.329,MEDICAL,RENT,N,2802
22,60000,5.0,3500,5.42,0.06,2,0.001,-0.066,-0.011,-0.036,-0.087,-0.006,-0.003,0.001,VENTURE,RENT,N,2803
22,36000,6.0,5975,7.42,0.17,4,0.009,0.006,-0.003,-0.04,-0.11,-0.034,0.0,0.037,DEBTCONSOLIDATION,MORTGAGE,N,2804
24,60000,5.0,3500,11.86,0.06,4,0.002,-0.098,-0.012,-0.063,-0.022,0.002,-0.002,0.017,EDUCATION,RENT,N,2805
23,36000,7.0,7200,5.42,0.2,2,0.004,0.004,-0.004,-0.007,-0.128,-0.05,-0.002,0.027,PERSONAL,MORTGAGE,N,2806
21,36000,3.0,4000,5.99,0.11,4,-0.004,0.033,-0.02,-0.04,-0.087,-0.043,0.0,0.05,DEBTCONSOLIDATION,MORTGAGE,N,2807
25,36000,3.0,5300,7.49,0.15,3,0.009,0.014,-0.017,-0.031,-0.077,-0.076,0.002,0.033,MEDICAL,MORTGAGE,N,2808
25,56400,2.0,3500,15.62,0.06,4,0.022,0.073,0.081,-0.028,0.516,0.011,0.002,0.888,DEBTCONSOLIDATION,RENT,N,2809
23,63816,4.0,3500,9.63,0.05,3,0.013,0.005,0.003,-0.083,-0.036,0.005,0.004,0.12,EDUCATION,RENT,N,2810
24,65000,3.0,3500,7.74,0.05,3,0.007,-0.087,-0.007,-0.033,-0.064,-0.019,0.001,0.007,EDUCATION,RENT,N,2811
25,59000,3.0,3500,15.65,0.06,2,0.023,0.25,0.026,-0.032,0.439,0.025,0.007,0.948,MEDICAL,RENT,N,2812
23,36000,7.0,6400,11.49,0.18,3,0.015,0.023,0.005,-0.064,-0.01,-0.032,-0.0,0.147,DEBTCONSOLIDATION,MORTGAGE,N,2813
23,30000,6.0,6725,6.99,0.22,3,-0.003,0.074,-0.009,-0.014,-0.109,-0.056,0.004,0.096,HOMEIMPROVEMENT,MORTGAGE,N,2814
23,36000,4.0,5000,14.79,0.14,2,0.002,0.064,-0.051,-0.013,0.218,-0.025,0.039,0.443,PERSONAL,MORTGAGE,N,2815
24,36000,8.0,3500,13.06,0.1,3,0.014,0.036,0.002,-0.072,0.001,-0.031,-0.002,0.159,PERSONAL,MORTGAGE,Y,2816
23,70000,1.0,3500,5.42,0.05,3,0.001,-0.071,0.006,-0.023,-0.103,-0.018,-0.0,0.001,EDUCATION,RENT,N,2817
23,64000,7.0,3500,14.72,0.05,2,0.01,0.107,0.032,-0.109,0.084,-0.025,0.017,0.325,DEBTCONSOLIDATION,RENT,Y,2818
23,74000,1.0,3500,12.87,0.05,3,0.006,0.104,0.001,-0.166,0.022,-0.025,0.0,0.153,EDUCATION,RENT,Y,2819
26,68004,10.0,3500,15.28,0.05,3,0.015,-0.021,-0.028,-0.08,0.24,-0.037,0.005,0.304,DEBTCONSOLIDATION,RENT,Y,2820
24,74400,1.0,3500,7.29,0.05,4,0.01,0.058,0.003,-0.08,-0.135,-0.035,-0.003,0.028,EDUCATION,RENT,N,2821
23,74880,3.0,3500,11.11,0.05,4,0.017,0.069,-0.019,-0.123,-0.025,-0.016,-0.004,0.109,EDUCATION,RENT,N,2822
22,75000,3.0,3500,7.29,0.05,2,-0.001,-0.071,-0.011,-0.027,-0.073,-0.021,-0.004,0.001,EDUCATION,RENT,N,2823
25,77000,2.0,3500,7.9,0.05,4,0.009,-0.041,-0.01,-0.044,-0.073,-0.014,-0.002,0.034,DEBTCONSOLIDATION,RENT,N,2824
23,78000,1.0,3500,9.96,0.04,4,0.019,0.03,0.015,-0.087,-0.053,0.072,0.007,0.213,VENTURE,RENT,N,2825
23,81000,5.0,3500,10.75,0.04,3,0.002,-0.082,-0.027,-0.063,-0.015,0.016,0.006,0.047,EDUCATION,RENT,N,2826
24,78000,1.0,3500,11.83,0.04,3,0.024,0.057,0.023,-0.076,-0.021,0.081,0.022,0.32,DEBTCONSOLIDATION,RENT,N,2827
24,36000,5.0,7000,11.11,0.19,4,0.01,0.025,-0.006,-0.01,-0.03,-0.056,-0.001,0.143,DEBTCONSOLIDATION,MORTGAGE,N,2828
21,36000,1.0,4000,5.42,0.11,3,-0.001,0.02,0.002,-0.034,-0.14,-0.039,-0.002,0.014,MEDICAL,MORTGAGE,N,2829
23,94000,7.0,3500,11.49,0.04,3,-0.007,-0.116,-0.014,-0.046,-0.015,0.015,0.001,0.028,MEDICAL,RENT,N,2830
23,98000,5.0,3500,8.07,0.04,3,0.016,-0.042,-0.012,-0.045,-0.082,0.021,0.0,0.065,DEBTCONSOLIDATION,RENT,N,2831
21,110000,0.0,3500,13.99,0.03,3,-0.02,-0.205,0.027,-0.043,0.056,0.002,0.005,0.031,EDUCATION,RENT,Y,2832
23,26000,2.0,3525,6.62,0.14,4,-0.004,0.061,-0.007,-0.034,-0.065,-0.075,0.003,0.088,MEDICAL,RENT,N,2833
22,36000,6.0,12000,7.29,0.33,3,0.001,0.069,-0.057,0.025,-0.141,0.244,-0.021,0.33,EDUCATION,MORTGAGE,N,2834
24,36000,5.0,3525,14.59,0.1,3,0.024,0.025,-0.106,-0.107,0.192,-0.053,-0.006,0.179,VENTURE,RENT,Y,2835
21,12120,0.0,3600,8.32,0.3,2,-0.008,0.654,-0.003,-0.015,-0.039,0.194,0.004,0.998,DEBTCONSOLIDATION,RENT,N,2836
22,36000,6.0,7500,9.63,0.21,2,0.009,0.018,-0.004,-0.006,-0.046,-0.07,0.0,0.112,EDUCATION,OWN,N,2837
26,36000,10.0,9000,5.42,0.25,4,0.008,0.002,-0.003,0.009,-0.134,-0.073,0.003,0.022,VENTURE,MORTGAGE,N,2838
21,15000,0.0,3600,15.95,0.24,2,-0.008,0.427,0.043,0.005,0.234,0.081,0.005,0.997,PERSONAL,RENT,N,2839
23,36000,2.0,12000,10.74,0.33,4,0.014,0.105,0.018,0.055,-0.001,0.39,0.004,0.794,VENTURE,MORTGAGE,N,2840
22,18000,0.0,3600,6.91,0.2,3,-0.019,0.651,0.0,-0.015,-0.048,0.207,0.002,0.988,HOMEIMPROVEMENT,RENT,N,2841
22,18700,3.0,3600,8.9,0.19,4,-0.016,0.652,-0.009,-0.013,-0.023,0.196,0.001,0.996,EDUCATION,RENT,N,2842
24,20000,3.0,3600,11.71,0.18,4,0.002,-0.024,-0.018,-0.056,-0.024,-0.06,-0.003,0.027,MEDICAL,RENT,N,2843
25,21600,3.0,3600,10.99,0.17,4,0.006,0.005,-0.015,-0.033,-0.056,-0.071,-0.003,0.043,PERSONAL,RENT,N,2844
24,24000,1.0,3600,6.62,0.15,4,-0.007,0.063,0.003,-0.009,-0.069,-0.074,0.003,0.121,DEBTCONSOLIDATION,RENT,N,2845
23,36000,7.0,4800,13.06,0.13,2,0.005,0.057,0.03,-0.018,0.019,-0.002,0.02,0.32,VENTURE,MORTGAGE,Y,2846
26,24000,0.0,3600,14.96,0.15,4,0.016,0.063,0.099,-0.016,0.445,-0.018,-0.003,0.796,MEDICAL,RENT,N,2847
23,24216,1.0,3600,16.49,0.15,3,0.004,0.1,0.06,0.038,0.557,-0.031,-0.003,0.936,EDUCATION,RENT,N,2848
21,24996,1.0,3600,14.09,0.14,3,-0.002,0.078,0.047,-0.048,0.209,-0.025,0.002,0.47,MEDICAL,RENT,N,2849
21,26400,0.0,3600,14.27,0.14,3,-0.001,0.05,-0.005,-0.073,0.033,-0.075,-0.0,0.139,DEBTCONSOLIDATION,RENT,Y,2850
26,30000,3.0,3600,15.99,0.12,4,0.01,0.156,-0.045,-0.037,0.418,-0.046,-0.006,0.66,MEDICAL,RENT,N,2851
23,30000,3.0,3600,5.99,0.12,2,-0.009,0.073,-0.016,-0.058,-0.128,-0.048,-0.001,0.022,PERSONAL,RENT,N,2852
24,30000,0.0,3600,7.49,0.12,4,0.003,0.083,-0.004,-0.045,-0.104,-0.07,-0.001,0.071,PERSONAL,RENT,N,2853
22,30000,2.0,3600,10.99,0.12,3,0.01,0.11,-0.012,-0.071,-0.056,-0.059,-0.003,0.129,DEBTCONSOLIDATION,RENT,N,2854
24,30000,1.0,3600,8.49,0.12,3,0.0,0.095,-0.001,-0.051,-0.088,-0.073,-0.002,0.09,VENTURE,RENT,N,2855
22,36000,2.0,7750,9.99,0.22,4,0.004,0.012,-0.007,-0.009,-0.062,-0.065,-0.001,0.082,VENTURE,MORTGAGE,N,2856
23,36000,7.0,15800,13.72,0.44,4,-0.015,0.065,0.0,0.146,0.074,0.201,0.007,0.689,DEBTCONSOLIDATION,MORTGAGE,Y,2857
23,30000,4.0,3600,14.17,0.12,3,-0.016,0.175,-0.027,-0.08,0.176,-0.031,-0.002,0.405,PERSONAL,RENT,N,2858
23,30000,0.0,3600,6.17,0.12,2,-0.008,0.069,0.0,-0.055,-0.154,-0.047,0.002,0.017,VENTURE,RENT,N,2859
22,36000,2.0,1800,6.17,0.05,4,0.003,0.012,-0.005,-0.061,-0.122,-0.031,-0.001,0.005,DEBTCONSOLIDATION,MORTGAGE,N,2860
24,36000,8.0,4800,6.91,0.13,3,0.006,0.042,0.005,-0.058,-0.088,-0.038,-0.004,0.075,PERSONAL,MORTGAGE,N,2861
22,30000,0.0,3600,12.21,0.12,3,0.01,0.141,-0.001,-0.088,-0.002,-0.062,-0.004,0.205,VENTURE,RENT,N,2862
23,30000,7.0,3600,9.7,0.12,3,0.008,0.104,0.011,-0.078,-0.058,-0.042,-0.003,0.152,EDUCATION,RENT,N,2863
22,36000,6.0,10000,5.42,0.28,3,0.01,-0.007,0.0,0.009,-0.124,-0.068,-0.002,0.028,DEBTCONSOLIDATION,MORTGAGE,N,2864
22,31000,4.0,3600,12.69,0.12,3,0.019,0.196,-0.018,-0.089,0.037,-0.043,0.008,0.32,VENTURE,RENT,N,2865
23,36000,1.0,1800,6.54,0.05,4,0.0,0.01,0.006,-0.078,-0.08,-0.044,-0.003,0.021,VENTURE,OWN,N,2866
25,31200,0.0,3600,8.9,0.12,2,-0.005,0.089,-0.003,-0.049,-0.088,-0.055,-0.002,0.098,DEBTCONSOLIDATION,RENT,N,2867
23,36000,1.0,14600,12.61,0.41,2,-0.025,0.052,0.017,0.074,-0.024,0.32,-0.004,0.619,MEDICAL,OWN,Y,2868
23,36000,7.0,6000,8.88,0.17,2,0.011,0.016,0.01,-0.041,-0.067,-0.043,0.002,0.098,EDUCATION,OWN,N,2869
25,31800,2.0,3600,7.51,0.11,3,0.008,0.081,-0.021,-0.043,-0.095,-0.063,-0.003,0.074,PERSONAL,RENT,N,2870
24,32000,9.0,3600,7.49,0.11,3,0.008,0.099,0.017,-0.06,-0.082,-0.056,-0.001,0.135,MEDICAL,RENT,N,2871
23,32000,6.0,3600,9.63,0.11,3,0.007,0.1,-0.003,-0.072,-0.056,-0.05,0.0,0.137,PERSONAL,RENT,N,2872
25,33000,4.0,3600,10.0,0.11,3,-0.008,0.084,0.01,-0.056,-0.033,-0.044,0.003,0.166,MEDICAL,RENT,N,2873
22,35000,0.0,3600,11.83,0.1,3,0.012,0.005,0.006,-0.059,-0.017,-0.044,-0.008,0.105,PERSONAL,RENT,N,2874
22,36000,2.0,12000,7.51,0.33,4,-0.022,0.109,0.007,0.028,-0.06,0.35,0.007,0.628,PERSONAL,MORTGAGE,N,2875
25,36000,2.0,3600,15.23,0.1,4,0.017,-0.004,0.037,-0.11,0.158,-0.054,-0.001,0.254,EDUCATION,RENT,N,2876
22,36000,2.0,3600,12.99,0.1,2,-0.004,0.032,-0.015,-0.054,0.014,-0.042,0.006,0.146,EDUCATION,RENT,N,2877
25,36000,5.0,6000,7.88,0.17,4,-0.0,0.003,-0.01,-0.041,-0.107,-0.038,-0.001,0.017,PERSONAL,MORTGAGE,N,2878
22,36000,3.0,3600,5.99,0.1,2,-0.005,0.026,-0.018,-0.052,-0.096,-0.037,-0.006,0.021,PERSONAL,RENT,N,2879
24,36000,1.0,3600,7.29,0.1,2,0.001,0.021,0.001,-0.04,-0.114,-0.047,-0.008,0.024,DEBTCONSOLIDATION,RENT,N,2880
26,36000,2.0,10000,10.75,0.28,2,0.004,-0.006,-0.002,0.008,-0.051,-0.115,0.005,0.053,PERSONAL,MORTGAGE,N,2881
23,30000,4.0,4000,16.32,0.13,4,0.004,0.192,-0.057,-0.042,0.434,-0.015,0.006,0.734,MEDICAL,MORTGAGE,Y,2882
22,37008,2.0,3600,12.42,0.1,4,0.002,0.029,-0.013,-0.057,-0.02,-0.043,-0.003,0.106,EDUCATION,RENT,N,2883
22,38400,6.0,3600,12.69,0.09,3,-0.002,-0.034,-0.008,-0.078,-0.012,-0.007,-0.003,0.067,DEBTCONSOLIDATION,RENT,N,2884
23,38400,7.0,3600,13.61,0.09,3,-0.0,-0.041,-0.002,-0.08,-0.015,-0.013,-0.004,0.055,DEBTCONSOLIDATION,RENT,N,2885
24,36000,8.0,3250,6.39,0.09,2,0.007,0.032,0.009,-0.094,-0.127,-0.009,-0.005,0.024,VENTURE,MORTGAGE,N,2886
24,36000,3.0,8000,13.61,0.22,2,0.004,0.004,-0.009,-0.013,0.007,-0.071,0.001,0.133,MEDICAL,MORTGAGE,N,2887
22,36000,6.0,12000,15.21,0.33,3,0.006,0.092,-0.032,0.016,0.247,0.206,-0.005,0.739,EDUCATION,OWN,Y,2888
22,36000,6.0,1400,14.84,0.04,4,0.041,0.038,-0.037,-0.185,0.238,0.027,-0.007,0.324,PERSONAL,MORTGAGE,Y,2889
26,36000,6.0,4000,6.76,0.11,3,0.024,0.041,-0.008,-0.062,-0.062,-0.024,-0.004,0.114,PERSONAL,MORTGAGE,N,2890
25,33772,3.0,3600,16.02,0.11,2,0.004,0.219,-0.023,-0.002,0.425,-0.035,0.005,0.802,HOMEIMPROVEMENT,RENT,Y,2891
23,40000,3.0,3600,15.96,0.09,4,-0.001,-0.106,-0.059,-0.05,0.194,-0.059,-0.004,0.125,DEBTCONSOLIDATION,RENT,Y,2892
22,36000,0.0,4500,7.51,0.13,2,-0.009,0.026,-0.016,-0.032,-0.094,-0.049,0.005,0.041,MEDICAL,MORTGAGE,N,2893
24,40000,1.0,3600,13.49,0.09,3,0.008,-0.068,0.009,-0.071,-0.012,-0.032,-0.001,0.043,MEDICAL,RENT,N,2894
25,36000,5.0,4800,17.93,0.13,3,0.002,0.094,-0.077,-0.04,0.434,-0.039,-0.01,0.573,VENTURE,MORTGAGE,N,2895
21,40000,5.0,3600,5.42,0.09,4,0.001,-0.037,-0.012,-0.054,-0.092,-0.012,0.001,0.005,MEDICAL,RENT,N,2896
26,36000,3.0,5400,7.51,0.15,4,0.009,0.019,-0.017,-0.042,-0.065,-0.074,-0.004,0.037,HOMEIMPROVEMENT,MORTGAGE,N,2897
25,36000,0.0,9000,7.14,0.25,4,0.009,0.004,0.014,0.012,-0.105,-0.078,-0.002,0.062,DEBTCONSOLIDATION,MORTGAGE,N,2898
23,36000,3.0,4800,10.38,0.13,4,0.005,0.033,-0.03,-0.045,-0.049,-0.052,-0.004,0.069,VENTURE,MORTGAGE,N,2899
24,40000,0.0,3600,10.59,0.09,2,0.008,-0.057,0.011,-0.069,-0.055,-0.02,-0.002,0.028,EDUCATION,RENT,N,2900
23,36000,3.0,8500,7.51,0.24,3,0.002,0.0,-0.013,-0.003,-0.062,-0.077,0.003,0.059,EDUCATION,OWN,N,2901
22,40000,0.0,3600,6.17,0.09,2,-0.001,-0.034,0.006,-0.056,-0.101,-0.017,-0.001,0.006,PERSONAL,RENT,N,2902
24,40000,2.0,3600,11.12,0.09,3,0.009,-0.061,-0.001,-0.062,-0.048,-0.02,0.0,0.025,DEBTCONSOLIDATION,RENT,N,2903
22,36000,6.0,7500,7.14,0.21,3,0.007,0.008,-0.009,0.002,-0.095,-0.06,0.003,0.066,VENTURE,MORTGAGE,N,2904
22,36000,1.0,6000,7.51,0.17,4,-0.002,0.004,-0.007,-0.029,-0.089,-0.052,0.001,0.036,EDUCATION,MORTGAGE,N,2905
22,42000,0.0,3600,14.72,0.09,4,-0.005,-0.011,0.003,-0.082,0.002,-0.033,-0.0,0.084,VENTURE,RENT,Y,2906
23,36000,2.0,15000,11.36,0.42,4,-0.007,0.089,-0.007,0.084,-0.012,0.323,0.003,0.683,VENTURE,OWN,N,2907
23,37000,7.0,11000,6.62,0.3,3,-0.003,-0.01,-0.001,0.007,-0.073,-0.094,0.003,0.04,EDUCATION,RENT,N,2908
24,37950,8.0,11000,11.86,0.29,2,-0.007,-0.015,0.002,0.009,-0.016,-0.11,0.002,0.075,EDUCATION,RENT,N,2909
24,36000,4.0,2000,14.96,0.06,2,0.031,-0.013,-0.054,-0.178,0.258,0.023,0.014,0.29,VENTURE,MORTGAGE,N,2910
22,39500,3.0,11000,12.68,0.28,2,0.046,0.133,0.001,0.034,0.049,-0.109,0.024,0.388,DEBTCONSOLIDATION,RENT,Y,2911
23,39520,8.0,11000,5.42,0.28,2,0.0,0.017,-0.014,0.01,-0.143,-0.073,-0.0,0.006,PERSONAL,RENT,N,2912
22,39996,3.0,11000,5.79,0.28,2,0.006,-0.052,-0.01,0.004,-0.081,-0.058,-0.0,0.018,PERSONAL,RENT,N,2913
22,34000,2.0,11000,15.99,0.32,3,-0.008,0.218,0.038,0.012,0.326,0.143,0.002,0.94,HOMEIMPROVEMENT,RENT,N,2914
22,41000,2.0,11000,12.18,0.27,4,0.001,-0.012,-0.01,0.008,-0.024,-0.083,0.001,0.092,DEBTCONSOLIDATION,RENT,N,2915
24,41280,3.0,11000,15.28,0.27,3,0.018,0.025,-0.048,0.013,0.256,-0.085,0.001,0.39,VENTURE,RENT,N,2916
26,36000,10.0,10000,9.88,0.28,3,0.008,-0.005,0.007,0.014,-0.056,-0.135,0.001,0.044,PERSONAL,MORTGAGE,N,2917
25,36000,3.0,7000,12.73,0.19,2,0.016,0.004,-0.016,-0.01,0.025,-0.058,-0.002,0.168,DEBTCONSOLIDATION,MORTGAGE,Y,2918
21,41808,5.0,11000,17.19,0.26,3,-0.012,0.048,-0.103,-0.028,0.391,-0.054,0.002,0.453,EDUCATION,RENT,Y,2919
22,42000,3.0,11000,11.71,0.26,2,-0.003,-0.02,-0.02,0.003,-0.017,-0.08,0.0,0.073,PERSONAL,RENT,N,2920
21,36000,3.0,11000,10.37,0.31,4,-0.043,0.091,0.012,0.024,0.005,0.349,0.006,0.655,HOMEIMPROVEMENT,RENT,N,2921
23,36000,0.0,11000,13.11,0.31,3,-0.031,0.032,0.064,-0.003,0.017,0.359,0.002,0.65,VENTURE,RENT,Y,2922
21,36000,5.0,8800,13.85,0.24,2,-0.007,0.004,-0.025,0.002,0.009,-0.097,0.001,0.097,EDUCATION,OWN,N,2923
24,43000,9.0,11000,8.94,0.26,3,0.003,-0.031,0.007,0.009,-0.063,-0.078,0.001,0.059,EDUCATION,RENT,N,2924
25,44975,2.0,11000,6.99,0.24,4,0.012,0.014,0.004,0.017,-0.101,-0.086,-0.001,0.07,MEDICAL,RENT,N,2925
26,45000,3.0,11000,6.99,0.24,2,0.006,-0.049,-0.01,0.004,-0.073,-0.062,0.0,0.025,DEBTCONSOLIDATION,RENT,N,2926
25,45000,2.0,11000,9.25,0.24,2,0.006,-0.048,0.001,0.004,-0.079,-0.066,-0.0,0.028,DEBTCONSOLIDATION,RENT,N,2927
23,36000,2.0,5000,12.87,0.14,3,-0.001,0.028,-0.016,-0.036,0.008,-0.053,-0.001,0.139,VENTURE,OWN,Y,2928
25,36000,0.0,5400,14.26,0.15,3,0.008,-0.004,0.012,-0.028,0.045,-0.067,0.0,0.176,MEDICAL,MORTGAGE,N,2929
22,45000,6.0,11000,9.88,0.24,2,0.005,-0.05,-0.008,-0.003,-0.048,-0.063,-0.001,0.043,MEDICAL,RENT,N,2930
26,45000,10.0,11000,14.61,0.24,2,0.008,-0.008,-0.014,-0.039,0.298,-0.101,0.018,0.372,PERSONAL,RENT,N,2931
22,36000,4.0,5000,14.61,0.14,2,-0.025,0.084,-0.083,-0.021,0.279,-0.011,0.027,0.458,EDUCATION,OWN,N,2932
22,45504,2.0,11000,10.99,0.24,2,-0.001,-0.046,0.003,-0.007,-0.049,-0.067,-0.001,0.042,DEBTCONSOLIDATION,RENT,N,2933
22,46000,3.0,11000,10.59,0.24,3,0.003,-0.012,-0.01,-0.009,-0.05,-0.076,0.001,0.057,EDUCATION,RENT,N,2934
24,36000,3.0,4750,11.83,0.13,3,0.007,0.04,-0.026,-0.047,-0.012,-0.051,-0.002,0.119,PERSONAL,MORTGAGE,N,2935
22,46000,4.0,11000,7.49,0.24,4,0.001,-0.023,-0.009,0.005,-0.071,-0.077,0.002,0.038,PERSONAL,RENT,N,2936
24,47160,5.0,11000,11.14,0.23,4,0.001,-0.024,-0.015,0.002,-0.035,-0.084,-0.0,0.055,VENTURE,RENT,N,2937
25,48000,8.0,11000,7.51,0.23,4,0.012,-0.04,-0.0,0.011,-0.06,-0.077,0.003,0.059,MEDICAL,RENT,N,2938
23,30000,4.0,9500,15.31,0.32,2,0.004,0.198,-0.015,0.048,0.208,0.292,-0.014,0.931,VENTURE,MORTGAGE,N,2939
22,48000,2.0,11000,10.75,0.23,4,0.033,0.001,0.004,0.014,-0.058,-0.095,0.001,0.11,EDUCATION,RENT,N,2940
25,48996,9.0,11000,7.88,0.22,2,0.014,0.09,-0.008,-0.001,-0.14,-0.063,0.01,0.112,EDUCATION,RENT,N,2941
24,49278,4.0,11000,13.22,0.22,2,-0.0,0.111,-0.039,-0.002,0.001,-0.116,-0.011,0.153,VENTURE,RENT,N,2942
22,50000,6.0,11000,13.49,0.22,4,-0.0,-0.108,-0.011,0.001,-0.001,-0.068,0.001,0.024,EDUCATION,RENT,Y,2943
23,36000,3.0,3000,13.22,0.08,4,-0.002,0.028,-0.026,-0.082,-0.004,-0.013,0.001,0.111,DEBTCONSOLIDATION,MORTGAGE,N,2944
21,50000,4.0,11000,10.0,0.22,3,0.005,-0.099,0.0,-0.005,-0.018,-0.065,0.001,0.03,EDUCATION,RENT,N,2945
25,50000,0.0,11000,12.53,0.22,2,0.011,-0.107,0.009,-0.01,-0.014,-0.066,-0.003,0.03,EDUCATION,RENT,N,2946
26,44000,4.0,11000,15.31,0.25,2,0.006,0.245,-0.034,0.024,0.282,-0.101,0.002,0.634,DEBTCONSOLIDATION,RENT,N,2947
22,50985,4.0,11000,13.11,0.22,2,-0.011,-0.093,-0.021,-0.002,0.005,-0.064,0.001,0.024,EDUCATION,RENT,N,2948
